Facility Id,Hospital Name,Indicator Name,Year,Infections observed,Infections predicted,Denominator,Indicator value,Indicator Lower confidence limit,Indicator Upper confidence limit,Indicator units,Comparison results,Location 1
267,Kenmore Mercy Hospital,SSI Overall Standardized Infection Ratio,2009,7,10.13,,0.69,0.28,1.42,,Not significantly different than NYS 2009 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Community Onset Not-My-Hospital,2010,37,,7580,0.49,0.34,0.67,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Hospital Onset,2010,29,31.02,24360,11.72,6.87,18.58,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2010 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Possibly-My-Hospital Associated,2010,18,,38032,4.73,0.28,0.75,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CLABSI Medical Surgical ICU,2010,1,2.19,1616,0.62,0.02,3.45,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CLABSI Overall Standardized Infection Ratio,2010,1,2.19,,0.46,0.01,2.55,,Not significantly different than NYS 2010 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Colon,2010,2,4.56,116,2.09,0.25,7.54,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Hip,2010,7,2.99,365,2.58,1.04,5.32,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Overall Standardized Infection Ratio,2010,9,7.55,,1.19,0.55,2.26,,Not significantly different than NYS 2010 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Community Onset Not-My-Hospital,2011,20,,7606,0.26,0.16,0.41,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Hospital Onset,2011,36,28.27,22840,16.34,10.18,24.76,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Possibly-My-Hospital Associated,2011,10,,36531,2.74,0.13,0.5,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CLABSI Medical Surgical ICU,2011,1,1.89,1472,0.68,0.02,3.79,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CLABSI Overall Standardized Infection Ratio,2011,1,1.89,,0.53,0.01,2.95,,Not significantly different than NYS 2011 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Colon,2011,6,5.28,120,5.63,2.07,12.26,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Hip,2011,5,2.86,383,2.02,0.66,4.72,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Overall Standardized Infection Ratio,2011,11,8.14,,1.35,0.67,2.42,,Not significantly different than NYS 2011 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Community Onset Not-My-Hospital,2012,20,,8037,0.25,0.15,0.38,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Hospital Onset,2012,37,35.41,23894,13.07,8.2,19.69,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2012 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Possibly-My-Hospital Associated,2012,17,,38356,4.43,0.26,0.71,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CLABSI Medical Surgical ICU,2012,2,1.35,1385,1.44,0.17,5.22,# CLABSI per 1000 line days,Not significantly different than NYS 2012 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CLABSI Overall Standardized Infection Ratio,2012,2,1.35,,1.48,0.18,5.36,,Not significantly different than NYS 2012 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Colon,2012,8,5.85,135,6.38,2.76,12.58,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Hip,2012,2,2.77,389,0.79,0.1,2.84,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Hysterectomy,2012,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Overall Standardized Infection Ratio,2012,10,8.7,,1.15,0.55,2.11,,Not significantly different than NYS 2012 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Community Onset Not-My-Hospital,2013,34,,7696,0.44,0.31,0.62,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Hospital Onset,2013,38,33.72,22796,12.7,8.02,19.04,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2013 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Possibly-My-Hospital Associated,2013,14,,36643,3.82,0.21,0.64,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CLABSI Medical Surgical ICU,2013,0,1.24,1357,0,0,2.21,# CLABSI per 1000 line days,Not significantly different than NYS 2013 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CLABSI Overall Standardized Infection Ratio,2013,0,1.24,,0,0,2.41,,Not significantly different than NYS 2013 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Colon,2013,11,8.73,155,8.7,4.34,15.57,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Hip,2013,7,3.28,517,1.91,0.77,3.94,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Hysterectomy,2013,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Overall Standardized Infection Ratio,2013,18,12.04,,1.49,0.89,2.36,,Not significantly different than NYS 2013 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Community Onset Not-My-Hospital,2014,29,,7844,0.37,0.25,0.53,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Hospital Onset,2014,23,32.74,24859,7.43,4.05,12.43,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CDI Possibly-My-Hospital Associated,2014,9,,39001,2.31,0.11,0.44,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CLABSI Medical Surgical ICU,2014,0,1.26,1457,0,0,2.06,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CLABSI Overall Standardized Infection Ratio,2014,0,1.26,,0,0,2.37,,Not significantly different than NYS 2014 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,7844,0,,,"# admission prevalent CRE BSIs per 1,0000 admissions",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CRE Admission Prevalence Rate- all body sites,2014,0,,7844,0,,,"# admission prevalent CRE infections per 1,0000 admissions",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,39001,0,0,0.95,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,0,,39001,0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Colon,2014,12,9.18,159,8.6,4.44,15.02,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Hip,2014,2,4.25,573,0.44,0.05,1.59,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(42.977935, -78.878745)"
267,Kenmore Mercy Hospital,SSI Overall Standardized Infection Ratio,2014,14,13.43,,1.04,0.57,1.75,,Not significantly different than NYS 2014 average,"(42.977935, -78.878745)"
280,Bertrand Chaffee Hospital,SSI Colon,2008,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,SSI Overall Standardized Infection Ratio,2008,,,,,,,,"Not compared, less than 20 procedures","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CLABSI Coronary ICU,2009,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CLABSI Overall Standardized Infection Ratio,2009,,,,,,,,"Not compared, less than 50 central line days","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Community Onset Not-My-Hospital,2010,13,,1045,1.24,0.66,2.12,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Hospital Onset,2010,1,2.85,2048,4.4,0.02,32.7,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2010 average,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Possibly-My-Hospital Associated,2010,3,,3886,7.72,0.16,2.26,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CLABSI Coronary ICU,2010,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CLABSI Overall Standardized Infection Ratio,2010,,,,,,,,"Not compared, less than 50 central line days","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Community Onset Not-My-Hospital,2011,6,,793,0.76,0.28,1.64,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Hospital Onset,2011,4,2.81,2056,18.24,3.07,57.43,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Possibly-My-Hospital Associated,2011,1,,3475,2.88,0.01,1.6,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CLABSI Coronary ICU,2011,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CLABSI Overall Standardized Infection Ratio,2011,,,,,,,,"Not compared, less than 50 central line days","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Community Onset Not-My-Hospital,2012,8,,838,0.95,0.41,1.87,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Hospital Onset,2012,2,2.57,1963,9.72,0.5,45.07,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2012 average,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Possibly-My-Hospital Associated,2012,2,,3455,5.79,0.07,2.09,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,SSI Colon,2012,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,SSI Overall Standardized Infection Ratio,2012,,,,,,,,"Not compared, less than 20 procedures","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Community Onset Not-My-Hospital,2013,2,,690,0.29,0.04,1.04,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Hospital Onset,2013,1,2.12,1762,5.31,0.03,39.45,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2013 average,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Possibly-My-Hospital Associated,2013,1,,2996,3.34,0.01,1.86,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,SSI Colon,2013,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,SSI Overall Standardized Infection Ratio,2013,,,,,,,,"Not compared, less than 20 procedures","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Community Onset Not-My-Hospital,2014,3,,808,0.37,0.08,1.08,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Hospital Onset,2014,2,2.49,2232,8.49,0.44,39.38,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CDI Possibly-My-Hospital Associated,2014,4,,3682,10.86,0.3,2.78,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,808,0,,,"# admission prevalent CRE BSIs per 1,0000 admissions",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CRE Admission Prevalence Rate- all body sites,2014,0,,808,0,,,"# admission prevalent CRE infections per 1,0000 admissions",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,3682,0,0,10.02,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,0,,3682,0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,SSI Colon,2014,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.508552, -78.659223)"
280,Bertrand Chaffee Hospital,SSI Overall Standardized Infection Ratio,2014,,,,,,,,"Not compared, less than 20 procedures","(42.508552, -78.659223)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Medical Surgical ICU,2008,3,3.56,1721,1.74,0.36,5.09,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Overall Standardized Infection Ratio,2008,3,3.56,,0.84,0.17,2.46,,Not significantly different than NYS 2008 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Colon,2008,5,3.45,76,6.43,2.09,15,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Hip,2008,1,1.52,140,0.74,0.02,4.11,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Overall Standardized Infection Ratio,2008,6,4.97,,1.21,0.44,2.63,,Not significantly different than NYS 2008 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Medical Surgical ICU,2009,3,3.11,1659,1.81,0.37,5.28,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Overall Standardized Infection Ratio,2009,3,3.11,,0.96,0.2,2.82,,Not significantly different than NYS 2009 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Colon,2009,6,3.35,68,8.71,3.19,18.95,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Hip,2009,1,1.75,144,0.65,0.02,3.63,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Overall Standardized Infection Ratio,2009,7,5.1,,1.37,0.55,2.83,,Not significantly different than NYS 2009 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Community Onset Not-My-Hospital,2010,24,,5277,0.45,0.29,0.68,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Hospital Onset,2010,42,27.89,21074,18.88,12.22,27.77,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2010 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Possibly-My-Hospital Associated,2010,9,,30627,2.94,0.13,0.56,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Medical Surgical ICU,2010,1,1.97,1459,0.69,0.02,3.82,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Overall Standardized Infection Ratio,2010,1,1.97,,0.51,0.01,2.82,,Not significantly different than NYS 2010 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Colon,2010,4,3.49,68,5.45,1.49,13.97,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Hip,2010,0,1.31,135,0,0,2.53,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Overall Standardized Infection Ratio,2010,4,4.79,,0.83,0.23,2.14,,Not significantly different than NYS 2010 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Community Onset Not-My-Hospital,2011,31,,5467,0.57,0.39,0.8,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Hospital Onset,2011,31,26.14,20216,15.22,9.1,23.78,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Possibly-My-Hospital Associated,2011,14,,30104,4.65,0.25,0.78,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Medical Surgical ICU,2011,2,1.97,1534,1.3,0.16,4.71,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Overall Standardized Infection Ratio,2011,2,1.97,,1.02,0.12,3.67,,Not significantly different than NYS 2011 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Colon,2011,4,3.98,77,4.98,1.36,12.75,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Hip,2011,1,1.36,138,0.85,0.02,4.74,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Overall Standardized Infection Ratio,2011,5,5.34,,0.94,0.3,2.19,,Not significantly different than NYS 2011 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Community Onset Not-My-Hospital,2012,35,,5384,0.65,0.45,0.9,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Hospital Onset,2012,22,36.59,20037,7.52,4.03,12.72,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2012 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Possibly-My-Hospital Associated,2012,20,,29776,6.72,0.41,1.04,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Medical Surgical ICU,2012,5,1.2,1230,4.07,1.32,9.49,# CLABSI per 1000 line days,Significantly higher than NYS 2012 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Overall Standardized Infection Ratio,2012,5,1.2,,4.18,1.36,9.75,,Significantly higher than NYS 2012 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Colon,2012,6,3.81,82,7.36,2.7,16.02,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Hip,2012,4,1.64,155,2.67,0.73,6.83,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Hysterectomy,2012,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Overall Standardized Infection Ratio,2012,10,5.69,,1.76,0.84,3.23,,Not significantly different than NYS 2012 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Community Onset Not-My-Hospital,2013,28,,4553,0.61,0.41,0.89,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Hospital Onset,2013,28,36.05,18819,8.76,5.08,13.99,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2013 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Possibly-My-Hospital Associated,2013,12,,27063,4.43,0.23,0.77,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Medical Surgical ICU,2013,0,1.25,1364,0,0,2.2,# CLABSI per 1000 line days,Not significantly different than NYS 2013 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Overall Standardized Infection Ratio,2013,0,1.25,,0,0,2.39,,Not significantly different than NYS 2013 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Colon,2013,7,5.12,75,9.44,3.79,19.44,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Hip,2013,0,1.53,176,0,0,1.75,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Hysterectomy,2013,0,0.38,30,0,0,12.18,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Overall Standardized Infection Ratio,2013,7,7.04,,0.99,0.4,2.05,,Not significantly different than NYS 2013 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Community Onset Not-My-Hospital,2014,24,,4016,0.6,0.38,0.89,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Hospital Onset,2014,23,26.74,16166,9.1,4.95,15.22,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CDI Possibly-My-Hospital Associated,2014,3,,23436,1.28,0.03,0.37,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Medical Surgical ICU,2014,2,1.13,1299,1.54,0.19,5.56,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CLABSI Overall Standardized Infection Ratio,2014,2,1.13,,1.78,0.22,6.42,,Not significantly different than NYS 2014 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,4016,0,,,"# admission prevalent CRE BSIs per 1,0000 admissions",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CRE Admission Prevalence Rate- all body sites,2014,0,,4016,0,,,"# admission prevalent CRE infections per 1,0000 admissions",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,23436,0,0,1.57,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,CRE Hospital Onset Infection Rate- all body sites,2014,0,,23436,0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Colon,2014,11,4.92,68,14.7,7.34,26.31,"# SSI per 100 procedures, risk-adjusted",Significantly higher than NYS 2014 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Hip,2014,1,1.33,159,0.7,0.02,3.92,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Hysterectomy,2014,1,0.45,30,3.01,0.08,16.77,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(42.914687, -78.784173)"
292,Sisters of Charity Hospital - St Joseph Campus,SSI Overall Standardized Infection Ratio,2014,13,6.7,,1.94,1.03,3.32,,Significantly higher than NYS 2014 average,"(42.914687, -78.784173)"
